yorum,hiz,servis,lezzet,Label
Geç de gelse çok lezzetliydi.,10,10,10,pozitif
Tavuk beklediğimizden kötüydü. Sushi iyiydi.,6,9,5,nötr
The worst chinese food ı have ever had in ıstanbul.,5,9,1,nötr
Ellinize emeğinize sağlık :).,8,10,10,pozitif
Lezzetliydi.,10,10,10,pozitif
Herşey çok güzel.,10,10,10,pozitif
Siparişim iki saat sonra geldi.,1,7,5,nötr
Siparisi verdigimden 1 saat 45 dakika sonra geldi ve yanlış sipariş geldi. Yemeksepeti restoranta 45 dakika boyunca ulasamadı. Siparişi verdiğimden 3 saat sonra doğru yemeğim geldi. Gelen ürünün lezzeti iyi boyutu küçüktü.,1,1,8,negatif
Mükemmel.,10,10,10,pozitif
"Bugüne kadar tüm siparişlerimiz hızlı, leziz ve sıcacık geldi. Tüm ürünler çok başarılı.",10,10,10,pozitif
Jokerden faydalanarak siparis ettim. 1 numara olmasa da bolgedeki iyi sushiciler arasina girer.,10,10,10,pozitif
Fena deil ancak daha iyiydiniz notlara isteklere özen gösteren işletmeydiniz bu konularda sıkıntılar var.,10,7,8,pozitif
Spicy california roll ve philadelphia roll neydi sakamiydiniz ebatlar kucucuktu sok gecirdim kendinize gelin okadar kucuk olmaz o susiler baska yerde yemesem neyse ebatlarinizi gozden geçirin.,4,5,5,nötr
Nice.,8,8,8,pozitif
Hiz servis hepsi basariliydi. Kagithane gibi bir semte siparis verince kurye arkadasimizi biraz sasirtmis olabilir. Yemek sepetinden bu sempten de olsa sushi soyleme imkani sagladigi icin tesekkur ederiz.,10,10,10,pozitif
Çokzel.,10,10,10,pozitif
5 dklık mesafeden 1 buçuk saatte geldi gecikme için sonrasında arayıp özür dilediler. Ancak sanırım öğle araları sipariş vermek doğru bir karar değil.,1,7,7,nötr
"General tso ve etli noodle söylemiştim, noodle idare ederdi ama general tso tek kelimeyle korkunçtu. Yarım yamalak kızartılmış, dışı ıslak ekmek gibi yumuşaklaşmıştı. Arayıp durumu belirttiğimdeki anlayışınız için teşekkürler, yenisi gönderildi fakat onun da pek yenilebilir olduğunu söyleyemem.",7,8,3,nötr
Hız ve servis çok iyi ama sushi kötüydü pirinçler lapaydı.,10,10,4,pozitif
"Erişte çorbanız soslarla beraber çok güzel oldu ama belki salatalığı birazcık azaltabilirsiniz, diğer tatları fazla bastırıyordu. Belki de o an kullandığınız salatalığın tadı yoğundu bilemem tabi ama yine de diğer tatları bastırmasını tercih etmem.",10,10,10,pozitif
"Yemeğin saysı kadr çubuklar göndermemiş. Ama her zaman tadı çok güzel, teşekkurler.",9,8,8,pozitif
Çok tuzlu.,7,8,7,pozitif
Etli noodledaki et parçası sayısı 5 ya da 6ydı :(.,9,9,6,pozitif
"2 tavuklu ve 1 etli noodle söylemiştik fakat 1 saati aşkın bir sürenin sonunda 1 tavuklu 1 etli noodle geldi. Etli noodleın içinde de tavuk parçaları vardı. Ek sos rica etmemize rağmen sos koymaya korkmuşlar. Siparişi getiren kişide hiçbir problem yoktu, problem siparişi hazırlayan kişilerde.",1,1,1,negatif
"Servis takimina bi pecete, islak mendil falan eklenmesi lazim.",10,7,9,pozitif
Her zamanki gibi harika.,10,10,10,pozitif
"Tahmini 20-30 dk denirken 1 saatten uzun sürede teslim edildi. Kuryeniz nazikti onun dışında yemek de inanılmaz yağ çekmişti, yiyemedim bir zaman sonra. Tekrar sipariş vermem.",2,3,2,negatif
"Lezzet kötü gerçekten ki çok basit bir menü söyledim bildiğiniz yemekte koku vardı, gelene kadar yemeğin tüm sosu dökülmüş patlak bir kağıt poşet ile bana ulaştı gerçektwn çok geçti ve çok açtım geri göndermek bile istemedim ama yenmedi de.",7,2,1,negatif
Noodlein malzemeleri azaltilmis.,10,10,7,pozitif
"Notumuz dikkate alinmamisti, iki sushi cope gitti, ama lezzet iyiydi tesekkurler.",9,6,8,pozitif
Teşekkürler.,10,10,10,pozitif
Lezzetliydi.,10,10,10,pozitif
"Malesef yeterince ve lezzetli değil. Wasabiyi iyileştirmeleri lazım, balık ve karides de pek iyi durumda değildi. Miso corbası agır olmus, icindeki deniz canlısını cıkarıp daha hafif yapabilirler (misoya ek soya gibi bir malzeme kulllanılmış, iyice agır olmus)kendilerini geliştirmeleri lazım..",5,6,5,nötr
Hızlı ve sıcak geldi.,10,10,10,pozitif
Hizli ve cok lezzetliydi.,10,10,10,pozitif
Harika.,10,10,10,pozitif
Sürekli çok geç geliyor. Zamanınız yoksa sipariş vermeyin. Fakat lezzetli.,6,9,9,pozitif
Siparis verdigim yemegin tum sosu maalesef posete dokulmustu ve posetten damliyordu... Sansliyim ki poseti baska bir yeri kirletmeden mutfaga goturebildim... Siparis iletimine biraz daha ozen gosterirseniz sevinirim...,9,1,1,negatif
İçerisindeki malzemeler azalmış soya fasulyesi vardı eskiden şimdi eseryok.,9,7,9,pozitif
Daha büyük yaptıgınızı hatırlıyorum görünüşü bayanufaltmıssınız.,10,10,7,pozitif
Sushi çok lezzetliydi. Elinize sağlık.,10,10,10,pozitif
Herşey mükemmmel lezzet harika teşekkürler tüm personele.,9,10,10,pozitif
"Corba efsane otesi, icmediyseniz cok sey kaybediyosunuz demektir.",10,10,10,pozitif
Yazdığım not kaale alınmamıştı :(.,10,4,6,nötr
Harika.,10,10,10,pozitif
Her şey mükemmeldi.,10,10,10,pozitif
Çok güzel işinde başarılı bir restorant.,10,10,10,pozitif
Ya kim düşürüyor buranın puanlarını. Eksiksiz bir yer 10 üzerinden 10!,10,10,10,pozitif
Sushiler çok başarıli hazır ürün olmadığı belli.,10,10,10,pozitif
"Cok guzel olacagini tahmin etmistim. Hiz fena degil, kurye arkadas biraz kabaydi. Noodle ise bildiginiz makarna gibi geldi, maalesef hic begenmedim. Ama karidesler fena degildi.",8,7,5,nötr
Cok guzeldi tesekkurler.,10,10,10,pozitif
Tatlı ekşi sosunuz benim damak tadima gore biraz ekşi olmuştu geri kalanı mukemmel.,10,10,8,pozitif
Noodle güzeldi ama udon un tadı fazla fiyata değmez bence. Etler az pişmişti çiğnerken yoruldum. Genel olarak fena değil.,8,8,8,pozitif
Taze ve güzel.,10,10,10,pozitif
Siparis karisip baskasina gitmis tekrar gondermeleri toplamda yaklasik 80 dk surdu.,1,1,1,negatif
"Lezzet, hız, servis her şey mükemmeldi...",10,10,10,pozitif
Dana etli noodle sipariş ettik. Çok kezzetliydi. Ama eti çok azdı.,10,10,9,pozitif
Harika.,10,10,10,pozitif
Elinize sağlık çok iyi geldi.,10,10,10,pozitif
Tek kelimeyle harikaydı elinize sağlık teşekkürler.,10,10,10,pozitif
Basic. Decent for sating that craving for asian food but dont want to out.,8,10,8,pozitif
Karidesli noodle sipariş ettim karidesler az değildi aynı zamanda taze ve lezzetliydi.,9,9,9,pozitif
"Noodle son derece lezzetsizdi, icinde sebzeden eser yoktu et ise cok azdi.",7,7,3,nötr
"Süre 20-30 dk yazarken 70 dk geldi. Ürünün dışı batmış, ıslak ve yırtık torbayı başka bir torba içine koyup yollamışlar. 2 tavuk etli noddle da tavuk neredeydi bilemiyorum. Lahana dışında başka bir sebze yoktu. Bu kadar tatsız ve yavan birşeyi yollamak için beni neden 70dk beklettiniz?",1,1,1,negatif
Yemek siparişi verldikten tam 1 saat sonra elimize ulaştı.,1,1,1,negatif
Emeğinize sağlık.,10,10,10,pozitif
"Pilav güzel de körili pilav böyle olmaz, köri sosu içindeki sebzelerle birlikte pilavın üstüne dökülür.",10,9,2,pozitif
Biraz gec getirdiler ama cok lezzetliydi.,8,10,10,pozitif
Chopstick ve soya sosu daha fazla gelmeliydi.,10,5,8,pozitif
Üzülerek lezzete 1 puan veriyorum. Keşke yaptığınız yemekleri öncesinde tatsanız :) yediğim en kötü tavuk ve noodle buydu! Bir daha sipariş vermeyi düşünmüyorum.,10,6,1,nötr
Gerçekten beni hiç pişman etmediler ne lezzet konusunda ne zaman/ hız konusunda harika.,9,9,9,pozitif
"Ici pirinc dolu bir soya sosu. Kimin artigiydi anlamadik. 1 bucuk saatte geldi. Ek olarak, maalesef lezzetsizdi. 115 liralik siparis vermisiz. Biraz daha ozen beklerdik.",1,1,1,negatif
Harikasınız.,10,10,10,pozitif
Muhteşemdi.,10,10,10,pozitif
Her şey son derece baştan savma idi. Sipariş yanlış geldi. Çin yemeği olduğu sadece fiyatına bakınca anlaşılabilecek bir siparişti. Bizi mutsuz etti.,7,6,1,nötr
Teşekkürler.,10,10,10,pozitif
Herseyiyle cok guzel.,10,10,10,pozitif
"Yemekler gayet güzeldi, sıcacık geldi. Kurye çok kibardı. Teşekkürler.",10,10,9,pozitif
Hersey çok güzeldi tesekurler.,10,10,10,pozitif
Güzel.,9,9,8,pozitif
Harika bir yemekti.,10,10,10,pozitif
Çok hızlı süper doyurucu paketler ve mükemmel lezzet.,10,10,10,pozitif
Udon her zamanki gibi harika.,9,9,9,pozitif
İkramlar çok hoş lezzet her zaman ki gibi harika.,10,10,10,pozitif
Pekindeki noodledan daha guzeldi.,10,10,10,pozitif
Super.,10,10,10,pozitif
Soya sosu verilmemisti. Tavuklarin tadi da guzel degildi.,7,5,2,nötr
Her zamanki gibi çok güzeldi. Haftada hiç değilse üç kere söylüyorum bir kere kötüyü bırak orta karar bir yemek dahi yemedim. Hep çok lezzetli hep çok güzel.,10,10,10,pozitif
Karidesli noodle içerisinde ne yazık ki karides aradık. 3 tane (saydık) karides olduğu için sebzeli noodle yedik desek yeridir.,8,4,2,nötr
10 numara.,10,10,10,pozitif
"4 keredir aynı şeyi yapıyorlar, menüde yazan ürün yerine panelenmiş ürünü getiriyorlar. Yöneticileri yunus beyin isteği üzerine yaptıklarını söylüyorlar. Bu ürün yerine diğer ürünü isteyen müşteriler yanlış seçtikleri halde şikayet ediyorlarmış. Duyduğum en saçma mazeret, o zaman menüden çıkarın.",1,1,1,negatif
"Lezzeti çok iyi, hızlı da geldi. Tek problem tatlıyı koydugunuz tabaklar koydugunuz çatalla çok kolay deliniyor, üstüm çikolata oldu :d. Ama onun dışında her şey cok iyi.",9,8,10,pozitif
"Verdiğimiz siparişler tamamen alakasız şekilde geldi. Ne rainbow rainbow ne de canadian canadiana benziyordu. Sashimi, rollardan da kötü tatsız ve soluktu. 3 porsiyon sushiye 1 porsiyona yetecek kadar zencefil gelmesi de ayrı bir eksiydi. Açlıktan geri göndermedik. Hayatta bir daha sipariş vermem.",8,3,2,nötr
Ben böyle birşey görmedim harika.,10,10,10,pozitif
Sürekli sipariş veriyorum. Gerçekten porsiyonlari çok doyurucu ve çok lezzetli. Umarım hiç bozmazlar.,10,10,10,pozitif
"Çok güzeldi, teşekkürler. Bugüne kadar aldığım hiçbir suşiden pişman olmadım :).",10,10,10,pozitif
Harikaaaaaaaa lezzeettttt muhtesem.,10,10,10,pozitif
Must be 2 soup send 1 taste ugly.,1,1,1,negatif
Harika tabiki çok tesekurediyorum.,10,10,10,pozitif
Kızıma söylediğim yemek çok güzeldi beğendi sizin sayenizde kızımdanmış öpücük kazandım.,10,10,10,pozitif
Yaani.,10,10,7,pozitif
One of the best.,10,10,10,pozitif
Lezzetler muazzam.,10,10,10,pozitif
Süpersiniz.,10,10,10,pozitif
Efsanevi.,10,10,10,pozitif
Guzel asya saglik falan.,9,7,8,pozitif
Lezzetli ve hızlı. Teşekkürler.,10,10,10,pozitif
Acılı ekşili çorbanın kıvamı pek olmamış.,10,10,5,pozitif
Buradan avocado sake maki roll ve toro nigiri aldım. Maki rollde somon ve avocado olması gerekirken yalnızca avokado vardı. Ne yazık ki ben bunu kuryeyi gönderdikten sonra fark ettim. Belki somon kalmamıştır dedim ama ücret olarak avocado maki ücreti alındı. Sürekli sipariş verdiğim yer. Bu ayıp.,7,3,5,nötr
Harika.,10,10,10,pozitif
Ellerinize sağlık.,10,10,10,pozitif
Çorba yılan ellerinize sağlık.,10,10,10,pozitif
Çok hızlı ve sıcak geldi ayrıca çokta lezzetliydi. Benden 10 puan.,10,10,10,pozitif
Sushi çok başarılı.,10,10,10,pozitif
Karideslerin bolluğu harikaydı.,8,9,8,pozitif
Çıtı.,9,9,9,pozitif
"Öğrencinin halinden anlıyorlar. Muhteşem lezzet, hız ve servis.",10,10,10,pozitif
Aşırı geç geldi ilk defa böyle bi durumda bıraktılar ama bekleme sürem bir saati geçti malesaf.,1,10,10,pozitif
Susamlı karides çok kötüydü.,9,9,9,pozitif
"Selam, maalesef bu sefer gerçekten kötüydü. Karidesler daha azdı ve hiç sebze yoktu. Yoğun sipariş veriyordum, bu sefer memnun kalmadım.",7,8,5,nötr
Notuma dikkat etmişler bunun için çok teşekkürler ayrıca çok hızlı geldi. Fakat sushiler çok küçük boyutta ve balık berbat kokuyordu çöpe döktük.,9,9,1,nötr
Noodle bir harikaydı! Sushi ise ortalamanın üzerinde. Ellerinize sağlık.,10,10,9,pozitif
"Yemekte konserve mantar kullanılması hiç hoş olmamış, dana eti çok sert ve lezzetli değildi maalesef...",10,10,7,pozitif
Mü kem mel öteeeesiiiii!,10,10,10,pozitif
"Fiyat/performans süper. Hasta gibiydim, acılı ekşili çorbayı içip iyileştim.",10,10,10,pozitif
Yedigim en kotu mancuryan. Malesef...,6,2,1,negatif
Buralarda çin lezzetinin incisi bence.,10,10,10,pozitif
Sushi daha kotu olamazdı. Cok cok kotuydu.,9,9,1,nötr
Citir istememe ragnen citir mancuryan gelmesi uzdu.,9,4,9,pozitif
Işin sonu bravo super lezzet.,10,10,10,pozitif
Muhteşem.,10,10,10,pozitif
Çok taze ve güzeldi.,9,9,9,pozitif
Gayet başarılı.,10,10,10,pozitif
They sent two sauce packages for 3 meals.,9,7,8,pozitif
Hızlı geldi. Doyurucu ve lezzetliydi.,10,10,10,pozitif
Cok basariliydi.,10,10,10,pozitif
Çok hızlı ve sıcak bir servisti. Tuzu ve lezzeti de tatmin ediciydi. Teşekkür ediyorum.,10,10,10,pozitif
Sushiler bozuk gibiydi ve inanılmaz kötü kokuyordu. Verdiğimiz paraya yazık gerçekten.,1,1,1,negatif
Başarılı.,9,9,9,pozitif
Fena.,10,10,10,pozitif
Notu dikkate aldığını için teşekkürler.,10,10,10,pozitif
Güzel!,10,10,10,pozitif
"Sebzeli noddle içinde et vardı, yiyemedim. Aşırı dikkatsiz bir yer.",1,1,1,negatif
Lezzet çok kötü.,10,10,2,pozitif
Kurye kibar ve hızlıydı. Soya sosu 6 noodle için 3 tane gelmişti. Bir sonraki siparişimizde noodle başına da 1 adet soya sos gönderilirse memnun oluruz.,9,8,9,pozitif
"Merhaba, bu sipariste ilginç bir sey yasadik ben siparisi girerken sistem bana saat araligi girdirdi, girmis oldugum saat araligi da, giris yaptigim andan itibaren 45 dk. Sonrasini kabul ediyordu... Bu yuzden siparisimin gelmesi 1 saatten fazla sürdü, siparisi getiren calisan da aslinda siparisimin.",5,8,8,pozitif
Soslar paketin heryerine bulasmisti. Crispy ismiyle satilan tavuklar yumusakti ve paneleri dagilmisti. Lezzet de dolayisiyla vasatti.,9,5,5,nötr
Biraz yavaş geldi ama gerçekten çok lezzetliydi. Elinize sağlık.,9,10,10,pozitif
"Gece mesaisinin kurtarıcısı, karidesli noodle yine çok güzeldi, iyi çalışmalar.",10,10,9,pozitif
One of the best places.,10,10,10,pozitif
Fena degil az sos var ve porsiyonu kucuktu noodle in.,8,8,7,pozitif
Cipsi begendim gerisi harikaydı teşekkürler.,10,10,10,pozitif
Mükemmel lezzet ve hızlı servis. Teşekkürler.,10,10,10,pozitif
"Çok beğendik özenli, hızlı ve sıcak getirildi. Kurye arkadaş da işinin ehii ve çok sempatik. Teriyaki tavuklu noodle ı tavsiye ederim.",10,10,10,pozitif
Sushiler güzel.,10,10,9,pozitif
Çok hızlı geldi elinize sağlık.,10,10,10,pozitif
Süper!,10,10,10,pozitif
"Joker ciktigi zaman noodle icin en iyi fiyat/performans urunu diyebilirim, normalde de fiyatina gore degebilir, yaninda da 3 farkli sos vardi.",10,10,10,pozitif
Üstüste konmuş makiler ve sushiler bu kadar pahalı yemekler böyle servis edilmemeli... Görsellik iştah kapatıcı!,8,2,10,nötr
30 dk servis süresi ama 1 saate anca geliyor rezalet.,1,1,1,negatif
Muhteşem.,10,10,10,pozitif
Mükemmel.,10,10,10,pozitif
"Sıklıkla çin yemeği yerim ve daha önceleri de bu restorandan defalarca sipariş vermiştim. Ancak çok lezzetsiz bir etli erişte geldi. Üstelik tek bir soya sosu konulmuştu. Diğer konulan sosları ise hiç bir zaman kullanmıyrm, çöpe gidiyor. Restoran sosları isteyene göndermek için seçenek oluşturmalı, israf.",9,7,4,nötr
"Ellerinize saglik, hizmetiniz 10-10-10.",10,10,10,pozitif
Buharda cin mantisi lezzetini eskisi gibi bulmadim ne yazik ki dusurulmus.,10,10,7,pozitif
115. Karidesli erişte / shrimp noodle sipariş ettim. İçeriğindeki soğan ve soya filizleri yanmıştı çok fazla yanık tadı geldi ağzıma ve karides sayısı çok azdı. Çok üzüldüm umarım düzelir.,10,10,8,pozitif
"Yanlis yemek geldi general tso chicken gelmedi ve ton balik sasimi cok kutuydu - copu attim. Fatty ton nigiri de hiç lezzetli degildi - normal ton baliklan hiç fark yoktu. So disappointing, wont buy again.",7,6,1,nötr
Mükemmel.,10,10,10,pozitif
Canım chinastix seni çok seviyorum.,10,10,10,pozitif
Harika herzamanki gibi elinize sağlık.,10,10,10,pozitif
Kötüydü somon gözüken üründe yengeç vardı.,5,10,1,nötr
Harika hızlı ve lezzetli.,10,10,10,pozitif
Çok lezzetli...,10,10,10,pozitif
Siparişimden 6-7 dk sonra canlı yardımdan not iletmek istedim olmaz yemek çoktan hazır dediler amma velakin yemek 1 saatte geldi. Komik. Ve ayrıca bu tarz general tso güzel olmuyo :(.,1,9,7,nötr
Cok gec geldi ve ayrica restorana ulasmak mumkun degiltelefonlarini acmiyorlar.,1,6,5,nötr
Süper.,10,10,10,pozitif
Siparişimden 80 dk sonra geldi.,2,8,8,nötr
En iyi noodle.,10,10,10,pozitif
Genel olarak güzel fakat çok lezzetli beklemeyin.,10,9,6,pozitif
Guzel.,9,9,8,pozitif
Very bad! Soup and noodle! After 1. 30 we got an orders! Food was already too cold. Soup is bad!,1,1,1,negatif
Guzel.,9,9,8,pozitif
Gayet iyi.,10,10,10,pozitif
Ozellikle sushileri getiren kisinin tavri mukemmeldi son zamanlarda boyle nazil tavirla karsilasmiyoruz malesef. Bu kadar kisa surede gelmis olamaz dedik ve lezzetli sushileri afiyetle yedik galiba ilk kez degerlendirme kismina yorum giriyorum cunku bunu her anlamda haketti tesekkurler! :).,10,10,10,pozitif
"Sushi ler kotuydu, noodle guzel.",9,8,6,pozitif
Pilavın pirinci kötüydü. Sebze çorbasının yarısından fazlası soğandı.,7,8,5,nötr
Dana etli acılı ekşili çorba iyi geldi elinize sağlık.,10,10,10,pozitif
"Sebzeli noodleda sebze olarak sadece bol miktarda beyaz lahana vardi. Havuc, taze sogan ve soya filizi yoktu. Lahanali makarna yedim.",10,10,5,pozitif
Iyiydi.,9,9,9,pozitif
Harikaydı.,10,10,10,pozitif
Mançuryan tam bir rezaletti! Etin dışındaki şey sosla birleşince sosun içinde hamur olmuştu.,10,8,1,nötr
Çorba muhteşemdi.,8,10,10,pozitif
Servis baya iyiydi ama keşke yemek için malzemeleri daha çok kullansalardı.,6,10,8,pozitif
Zamaninda ve gayet lezzetli ama bu sadece tavuk noodle icin gecerli.,9,9,9,pozitif
"Başta sersis konusunda beni epeyce şaşırtan şey, servislik herhangi bir çubuk yahut çatal bıçak, peçete hiçbir malzemenin siparişmde olmaması. Onun dışında anayemeğin ufacık bir kaba tıkış tıkış konulması ayrıca olan iştahı kapatmak için birebirdi. Lezzetlerinden de hoşlanmadım. Üzgünüm.",9,5,5,nötr
Eh.,10,10,10,pozitif
Sushiler ve servis mükemmeldi. Yağmurlu pazar günü için kurtarıcı :).,10,10,10,pozitif
"Siparişi tam 2 saat 20 dakiada getirmek hangi iş ahlakına sığar bilmiyorum. İnsan bir telefon açar özür diler, o da yok. Pakete tatlı koymakla bu saçmalığı telafi ettiklerini sanan ucuz işletme anlayışı... Tatlı istesek kendimiz alırdık. Sevip sevmediğimizi sormadan yolladığınız tatlı da çöpe gitti.",1,1,1,negatif
"Zencefilli çıtır tavuklar çıtır değildi ve soslanmamıştı ya da çok az soslanmıştı. Beğenemedik maalesef. Noodlelardan birinde de çok hoşumuza gitmeyen bir koku vardı, bozuk demek istemiyoruz ama hafifçe bunu hatırlatan bir koku.",6,6,3,nötr
Cok begenerek yiyorum ellerinize yureginize saglik.,10,10,10,pozitif
Etli söyledim ama karidesli geldi porsiyonu azdı pilavın ama tatları güzeldi.,4,2,9,nötr
Hızlı ve sıcak geldi.,10,10,10,pozitif
"Dana eti berbatti, yiyemedik.",8,9,5,pozitif
Teşekkürler.,10,10,10,pozitif
Noodle guzeldi ama corba hayatimda ictigim en kotu acili eksili corbaydi. Bir hafta araliklarla iki ayni siparisi verdim ama iki corba arasinda inanilmaz fark vardi.,10,9,4,pozitif
Çok kibar ve ilgili bir kuryeniz var. Güler yüzlü ve hızlı hizmetiniz için teşekkür ederim. :)).,10,10,8,pozitif
